"24-HOUR MAN/EMMANUEL"	"AA2 35"
"ANGEL/WARREN KENNETH"	"UX 273"
"ANGEL/WARREN KENNETH"	"UX 28"
"ANGEL/WARREN KENNETH"	"UX 280"
"ANGEL/WARREN KENNETH"	"UX 281"
"ANGEL/WARREN KENNETH"	"UX 282"
"ANGEL/WARREN KENNETH"	"UX 283"
"ANGEL/WARREN KENNETH"	"UX 284"
"ANGEL/WARREN KENNETH"	"UX 285"
"ANGEL/WARREN KENNETH"	"UX 286"
"ANGEL/WARREN KENNETH"	"UX 287"
"ANGEL/WARREN KENNETH"	"UX 288"
"ANGEL/WARREN KENNETH"	"UX 289"
"ANGEL/WARREN KENNETH"	"UX 29"
"ANGEL/WARREN KENNETH"	"UX 291"
"ANGEL/WARREN KENNETH"	"UX 292"
"ANGEL/WARREN KENNETH"	"UX 293"
"ANGEL/WARREN KENNETH"	"UX 294"
"ANGEL/WARREN KENNETH"	"UX 295"
"ANGEL/WARREN KENNETH"	"UX 296"
"ANGEL/WARREN KENNETH"	"UX 3"
"ANGEL/WARREN KENNETH"	"UX 30"
"ANGEL/WARREN KENNETH"	"UX 31"
"ANGEL/WARREN KENNETH"	"UX 314"
"ANGEL/WARREN KENNETH"	"UX 318"
"ANGEL/WARREN KENNETH"	"UX 319"
"ANGEL/WARREN KENNETH"	"UX 32"
"ANGEL/WARREN KENNETH"	"UX 321"
"ANGEL/WARREN KENNETH"	"UX 322"
"ANGEL/WARREN KENNETH"	"UX 323"
"ANGEL/WARREN KENNETH"	"UX 325"
"ANGEL/WARREN KENNETH"	"UX 329"
"ANGEL/WARREN KENNETH"	"UX 33"
"ANGEL/WARREN KENNETH"	"UX 330"
"ANGEL/WARREN KENNETH"	"UX 331"
"ANGEL/WARREN KENNETH"	"UX 333"
"ANGEL/WARREN KENNETH"	"UX 334"
"ANGEL/WARREN KENNETH"	"UX 335"
"ANGEL/WARREN KENNETH"	"UX 337"
"ANGEL/WARREN KENNETH"	"UX 338"
"ANGEL/WARREN KENNETH"	"UX 34"
"ANGEL/WARREN KENNETH"	"UX 348"
"ANGEL/WARREN KENNETH"	"UX 349"
"ANGEL/WARREN KENNETH"	"UX 35"
"ANGEL/WARREN KENNETH"	"UX 350"
"ANGEL/WARREN KENNETH"	"UX 352"
"ANGEL/WARREN KENNETH"	"UX 353"
"ANGEL/WARREN KENNETH"	"UX 356"
"ANGEL/WARREN KENNETH"	"UX 357"
"ANGEL/WARREN KENNETH"	"UX 358"
"ANGEL/WARREN KENNETH"	"UX 36"
"ANGEL/WARREN KENNETH"	"UX 368"
"ANGEL/WARREN KENNETH"	"UX 37"
"ANGEL/WARREN KENNETH"	"UX 375"
"ANGEL/WARREN KENNETH"	"UX 376"
"ANGEL/WARREN KENNETH"	"UX 377"
"ANGEL/WARREN KENNETH"	"UX 379"
"ANGEL/WARREN KENNETH"	"UX 38"
"ANGEL/WARREN KENNETH"	"UX 385"
"ANGEL/WARREN KENNETH"	"UX 39"
"ANGEL/WARREN KENNETH"	"UX 394"
"ANGEL/WARREN KENNETH"	"UX 395"
"ANGEL/WARREN KENNETH"	"UX 396"
"ANGEL/WARREN KENNETH"	"UX 4"
"ANGEL/WARREN KENNETH"	"UX 40"
"ANGEL/WARREN KENNETH"	"UX 41"
"ANGEL/WARREN KENNETH"	"UX 42"
"ANGEL/WARREN KENNETH"	"UX 43"
"ANGEL/WARREN KENNETH"	"UX 44"
"ANGEL/WARREN KENNETH"	"UX 45"
"ANGEL/WARREN KENNETH"	"UX 46"
"ANGEL/WARREN KENNETH"	"UX 49"
"ANGEL/WARREN KENNETH"	"UX 5"
"ANGEL/WARREN KENNETH"	"UX 50"
"ANGEL/WARREN KENNETH"	"UX 51"
"ANGEL/WARREN KENNETH"	"UX 51/2"
"ANGEL/WARREN KENNETH"	"UX 52"
"ANGEL/WARREN KENNETH"	"UX 52/2"
"ANGEL/WARREN KENNETH"	"UX 53"
"ANGEL/WARREN KENNETH"	"UX 53/2"
"ANGEL/WARREN KENNETH"	"UX 54"
"ANGEL/WARREN KENNETH"	"UX 54/2"
"ANGEL/WARREN KENNETH"	"UX 55"
"ANGEL/WARREN KENNETH"	"UX 55/2"
"ANGEL/WARREN KENNETH"	"UX 56"
"ANGEL/WARREN KENNETH"	"UX 56/2"
"ANGEL/WARREN KENNETH"	"UX 57"
"ANGEL/WARREN KENNETH"	"UX 58"
"ANGEL/WARREN KENNETH"	"UX 6"
"ANGEL/WARREN KENNETH"	"UX 60"
"ANGEL/WARREN KENNETH"	"UX 61"
"ANGEL/WARREN KENNETH"	"UX 62"
"ANGEL/WARREN KENNETH"	"UX 63"
"ANGEL/WARREN KENNETH"	"UX 64"
"ANGEL/WARREN KENNETH"	"UX 65"
"ANGEL/WARREN KENNETH"	"UX 66"
"ANGEL/WARREN KENNETH"	"UX 7"
"ANGEL/WARREN KENNETH"	"UX 8"
"ANGEL/WARREN KENNETH"	"UX 9"
"ANGEL/WARREN KENNETH"	"UX 94"
"ANGEL/WARREN KENNETH"	"UX@ 16"
"ANGEL/WARREN KENNETH"	"UX@ 16/2"
"ANGEL/WARREN KENNETH"	"W2 146"
"ANGEL/WARREN KENNETH"	"W2 147"
"ANGEL/WARREN KENNETH"	"W2 91"
"ANGEL/WARREN KENNETH"	"WIW 8"
"ANGEL/WARREN KENNETH"	"WM2 15"
"ANGEL/WARREN KENNETH"	"X '95"
"ANGEL/WARREN KENNETH"	"X '95/2"
"ANGEL/WARREN KENNETH"	"X '97"
"ANGEL/WARREN KENNETH"	"X 1"
"ANGEL/WARREN KENNETH"	"X 101"
"ANGEL/WARREN KENNETH"	"X 102"
"ANGEL/WARREN KENNETH"	"X 103"
"ANGEL/WARREN KENNETH"	"X 104"
"ANGEL/WARREN KENNETH"	"X 105"
"ANGEL/WARREN KENNETH"	"X 108"
"ANGEL/WARREN KENNETH"	"X 109"
"ANGEL/WARREN KENNETH"	"X 14"
"ANGEL/WARREN KENNETH"	"X 15"
"ANGEL/WARREN KENNETH"	"X 16"
"ANGEL/WARREN KENNETH"	"X 2"
"ANGEL/WARREN KENNETH"	"X 3"
"ANGEL/WARREN KENNETH"	"X 40"
"ANGEL/WARREN KENNETH"	"X 41"
"ANGEL/WARREN KENNETH"	"X 5"
"ANGEL/WARREN KENNETH"	"X 50"
"ANGEL/WARREN KENNETH"	"X 53"
"ANGEL/WARREN KENNETH"	"X 55"
"ANGEL/WARREN KENNETH"	"X 73"
"ANGEL/WARREN KENNETH"	"X 74"
"ANGEL/WARREN KENNETH"	"X 88"
"ANGEL/WARREN KENNETH"	"X 94/2"
"ANGEL/WARREN KENNETH"	"X 96"
"ANGEL/WARREN KENNETH"	"X&CD 1"
"ANGEL/WARREN KENNETH"	"X:HC 2"
"ANGEL/WARREN KENNETH"	"X:HY 1"
"ANGEL/WARREN KENNETH"	"X:HY 12"
"ANGEL/WARREN KENNETH"	"X:HY 13"
"ANGEL/WARREN KENNETH"	"X:HY 14"
"ANGEL/WARREN KENNETH"	"X:HY 15"
"ANGEL/WARREN KENNETH"	"X:HY 16"
"ANGEL/WARREN KENNETH"	"X:HY 18"
"ANGEL/WARREN KENNETH"	"X:HY 19"
"ANGEL/WARREN KENNETH"	"X:HY 2"
"ANGEL/WARREN KENNETH"	"X:HY 20"
"ANGEL/WARREN KENNETH"	"X:HY 21"
"ANGEL/WARREN KENNETH"	"X:HY 22"
"ANGEL/WARREN KENNETH"	"X:HY 3"
"ANGEL/WARREN KENNETH"	"X:HY 4"
"ANGEL/WARREN KENNETH"	"X:HY 5"
"ANGEL/WARREN KENNETH"	"X:HY 6"
"ANGEL/WARREN KENNETH"	"X:HY 7"
"ANGEL/WARREN KENNETH"	"X:HY 8"
"ANGEL/WARREN KENNETH"	"X:L 1"
"ANGEL/WARREN KENNETH"	"X:PRIME"
"ANGEL/WARREN KENNETH"	"X@ 3"
"ANGEL/WARREN KENNETH"	"XCAL 100"
"ANGEL/WARREN KENNETH"	"XCAL 125"
"ANGEL/WARREN KENNETH"	"XCAL: XX CROSSING"
"ANGEL/WARREN KENNETH"	"XF 1"
"ANGEL/WARREN KENNETH"	"XF 10"
"ANGEL/WARREN KENNETH"	"XF 11"
"ANGEL/WARREN KENNETH"	"XF 12"
"ANGEL/WARREN KENNETH"	"XF 13"
"ANGEL/WARREN KENNETH"	"XF 14"
"ANGEL/WARREN KENNETH"	"XF 15"
"ANGEL/WARREN KENNETH"	"XF 17"
"ANGEL/WARREN KENNETH"	"XF 18"
"ANGEL/WARREN KENNETH"	"XF 19"
"ANGEL/WARREN KENNETH"	"XF 2"
"ANGEL/WARREN KENNETH"	"XF 21"
"ANGEL/WARREN KENNETH"	"XF 22"
"ANGEL/WARREN KENNETH"	"XF 23"
"ANGEL/WARREN KENNETH"	"XF 24"
"ANGEL/WARREN KENNETH"	"XF 25"
"ANGEL/WARREN KENNETH"	"XF 26"
"ANGEL/WARREN KENNETH"	"XF 27"
"ANGEL/WARREN KENNETH"	"XF 28"
"ANGEL/WARREN KENNETH"	"XF 29"
"ANGEL/WARREN KENNETH"	"XF 3"
"ANGEL/WARREN KENNETH"	"XF 30"
"ANGEL/WARREN KENNETH"	"XF 31"
"ANGEL/WARREN KENNETH"	"XF 33"
"ANGEL/WARREN KENNETH"	"XF 34"
"ANGEL/WARREN KENNETH"	"XF 36"
"ANGEL/WARREN KENNETH"	"XF 37"
"ANGEL/WARREN KENNETH"	"XF 38"
"ANGEL/WARREN KENNETH"	"XF 39"
"ANGEL/WARREN KENNETH"	"XF 4"
"ANGEL/WARREN KENNETH"	"XF 40"
"ANGEL/WARREN KENNETH"	"XF 41"
"ANGEL/WARREN KENNETH"	"XF 42"
"ANGEL/WARREN KENNETH"	"XF 43"
"ANGEL/WARREN KENNETH"	"XF 44"
"ANGEL/WARREN KENNETH"	"XF 45"
"ANGEL/WARREN KENNETH"	"XF 46"
"ANGEL/WARREN KENNETH"	"XF 47"
"ANGEL/WARREN KENNETH"	"XF 48"
"ANGEL/WARREN KENNETH"	"XF 49"
"ANGEL/WARREN KENNETH"	"XF 5"
"ANGEL/WARREN KENNETH"	"XF 50"
"ANGEL/WARREN KENNETH"	"XF 51"
"ANGEL/WARREN KENNETH"	"XF 52"
"ANGEL/WARREN KENNETH"	"XF 53"
"ANGEL/WARREN KENNETH"	"XF 54"
"ANGEL/WARREN KENNETH"	"XF 56"
"ANGEL/WARREN KENNETH"	"XF 57"
"ANGEL/WARREN KENNETH"	"XF 58"
"ANGEL/WARREN KENNETH"	"XF 59"
"ANGEL/WARREN KENNETH"	"XF 6"
"ANGEL/WARREN KENNETH"	"XF 60"
"ANGEL/WARREN KENNETH"	"XF 61"
"ANGEL/WARREN KENNETH"	"XF 62"
"ANGEL/WARREN KENNETH"	"XF 63"
"ANGEL/WARREN KENNETH"	"XF 65"
"ANGEL/WARREN KENNETH"	"XF 66"
"ANGEL/WARREN KENNETH"	"XF 67"
"ANGEL/WARREN KENNETH"	"XF 68"
"ANGEL/WARREN KENNETH"	"XF 69"
"ANGEL/WARREN KENNETH"	"XF 7"
"ANGEL/WARREN KENNETH"	"XF 70"
"ANGEL/WARREN KENNETH"	"XF 8"
"ANGEL/WARREN KENNETH"	"XF 84"
"ANGEL/WARREN KENNETH"	"XF 85"
"ANGEL/WARREN KENNETH"	"XF 86"
"ANGEL/WARREN KENNETH"	"XF 9"
"ANGEL/WARREN KENNETH"	"XF:PL"
"ANGEL/WARREN KENNETH"	"XF@ 1"
"ANGEL/WARREN KENNETH"	"XF@ 4/3"
"ANGEL/WARREN KENNETH"	"XF@ 5"
"ANGEL/WARREN KENNETH"	"XF@ 6"
"ANGEL/WARREN KENNETH"	"XFOR '98"
"ANGEL/WARREN KENNETH"	"XFOR 16"
"ANGEL/WARREN KENNETH"	"XFOR 17"
"ANGEL/WARREN KENNETH"	"XFOR 18"
"ANGEL/WARREN KENNETH"	"XFOR 43"
"ANGEL/WARREN KENNETH"	"XMF 3"
"ANGEL/WARREN KENNETH"	"XSOS 2"
"ANGEL/WARREN KENNETH"	"XU 17"
"ANGELOPOULOS, ANGEL "	"CAGE 1"
"ANGKOR"	"WM2 10"
"ANGKOR"	"WM2 11"
"ANGLER"	"Q 3"
"ANGLER"	"Q 32"
"ANGLER"	"Q 33"
"ANGLER"	"Q 34"
"ANGLER"	"Q 35"
"ANGSTROM, EARL"	"DLOK2 12"
"ANGSTROM, EARL"	"DLOK2 15"
"ANIELLE"	"GAM2 2"
"ANIMATOR II/"	"CAGE 9"
"ANIMATOR/DR. FREDRIC"	"NM 59"
"ANIMATOR/DR. FREDRIC"	"NM 60"
"ANIMATOR/DR. FREDRIC"	"NM 65"
"ANIMUS"	"H3 29"
"ANNALEE"	"PP 12"
"ANNALEE"	"PP 19"
"ANNALEE"	"PP 27"
"ANNALEE"	"UX 195"
"ANNALEE"	"UX 211"
"ANNIHILUS"	"A 233"
"ANNIHILUS"	"A 89"
"ANNIHILUS"	"A 96"
"ANNIHILUS"	"A 97"
"ANNIHILUS"	"CM 35"
"ANNIHILUS"	"CM 37"
"ANNIHILUS"	"FF 108"
"ANNIHILUS"	"FF 109"
"ANNIHILUS"	"FF 110"
"ANNIHILUS"	"FF 140"
"ANNIHILUS"	"FF 141"
"ANNIHILUS"	"FF 179"
"ANNIHILUS"	"FF 181"
"ANNIHILUS"	"FF 182"
"ANNIHILUS"	"FF 183"
"ANNIHILUS"	"FF 251"
"ANNIHILUS"	"FF 252"
"ANNIHILUS"	"FF 253"
"ANNIHILUS"	"FF 254"
"ANNIHILUS"	"FF 255"
"ANNIHILUS"	"FF 256"
"ANNIHILUS"	"FF 289"
"ANNIHILUS"	"FF 290"
"ANNIHILUS"	"FF3 43"
"ANNIHILUS"	"FF3 44"
"ANNIHILUS"	"FF@ 6"
"ANNIHILUS"	"IG 5"
"ANNIHILUS"	"M/FAN 2/2"
"ANNIHILUS"	"M/S&L /3"
"ANNIHILUS"	"M/TIO 75"
"ANNIHILUS"	"M/TU 2"
"ANNIHILUS"	"T 404"
"ANNIHILUS"	"T 405"
"ANNIHILUS"	"T 434"
"ANNIHILUS"	"T 435"
"ANNIHILUS"	"WLOCK2 3"
"ANNIHILUS"	"WLOCK2 4"
"ANOMALY III"	"Q 37"
"ANOMALY"	"Q 20"
"ANON, LORD"	"QS 11"
"ANSWER II/DAVID FERR"	"CA3 41"
"ANSWER II/DAVID FERR"	"CA3 43"
"ANSWER"	"PPTSS 91"
"ANSWER"	"PPTSS 92"
"ANSWER"	"PPTSS 93"
"ANSWER"	"PPTSS 94"
"ANSWER"	"PPTSS 95"
"ANSWER"	"PPTSS 96"
"ANT-MAN II/SCOTT HAR"	"A '99"
"ANT-MAN II/SCOTT HAR"	"A 181"
"ANT-MAN II/SCOTT HAR"	"A 195"
"ANT-MAN II/SCOTT HAR"	"A 196"
"ANT-MAN II/SCOTT HAR"	"A 197"
"ANT-MAN II/SCOTT HAR"	"A 222"
"ANT-MAN II/SCOTT HAR"	"A 223"
"ANT-MAN II/SCOTT HAR"	"A 224"
"ANT-MAN II/SCOTT HAR"	"A 229"
"ANT-MAN II/SCOTT HAR"	"A 275"
"ANT-MAN II/SCOTT HAR"	"A 276"
"ANT-MAN II/SCOTT HAR"	"A 277"
"ANT-MAN II/SCOTT HAR"	"A 380/2"
"ANT-MAN II/SCOTT HAR"	"A3 26"
"ANT-MAN II/SCOTT HAR"	"A3 27"
"ANT-MAN II/SCOTT HAR"	"AR 1"
"ANT-MAN II/SCOTT HAR"	"AR 2"
"ANT-MAN II/SCOTT HAR"	"ASM@ 24"
"ANT-MAN II/SCOTT HAR"	"ASM@ 24/4"
"ANT-MAN II/SCOTT HAR"	"COC 1"
"ANT-MAN II/SCOTT HAR"	"FF 388"
"ANT-MAN II/SCOTT HAR"	"FF 389"
"ANT-MAN II/SCOTT HAR"	"FF 390"
"ANT-MAN II/SCOTT HAR"	"FF 391"
"ANT-MAN II/SCOTT HAR"	"FF 392"
"ANT-MAN II/SCOTT HAR"	"FF 393"
"ANT-MAN II/SCOTT HAR"	"FF 394"
"ANT-MAN II/SCOTT HAR"	"FF 395"
"ANT-MAN II/SCOTT HAR"	"FF 396"
"ANT-MAN II/SCOTT HAR"	"FF 397"
"ANT-MAN II/SCOTT HAR"	"FF 398"
"ANT-MAN II/SCOTT HAR"	"FF 399"
"ANT-MAN II/SCOTT HAR"	"FF 400"
"ANT-MAN II/SCOTT HAR"	"FF 400/2"
"ANT-MAN II/SCOTT HAR"	"FF 401"
"ANT-MAN II/SCOTT HAR"	"FF 402"
"ANT-MAN II/SCOTT HAR"	"FF 403"
"ANT-MAN II/SCOTT HAR"	"FF 404"
"ANT-MAN II/SCOTT HAR"	"FF 405"
"ANT-MAN II/SCOTT HAR"	"FF 406"
"ANT-MAN II/SCOTT HAR"	"FF 409"
"ANT-MAN II/SCOTT HAR"	"FF 410"
"ANT-MAN II/SCOTT HAR"	"FF 412"
"ANT-MAN II/SCOTT HAR"	"FF 414"
"ANT-MAN II/SCOTT HAR"	"FF 415"
"ANT-MAN II/SCOTT HAR"	"FF 416"
"ANT-MAN II/SCOTT HAR"	"FF3 42"
"ANT-MAN II/SCOTT HAR"	"FF3 43"
"ANT-MAN II/SCOTT HAR"	"FF3 44"
"ANT-MAN II/SCOTT HAR"	"FF@ 27"
"ANT-MAN II/SCOTT HAR"	"FFOR 7"
"ANT-MAN II/SCOTT HAR"	"FFU 10"
"ANT-MAN II/SCOTT HAR"	"FFU 6"
"ANT-MAN II/SCOTT HAR"	"FFU 7"
"ANT-MAN II/SCOTT HAR"	"FFU 8"
"ANT-MAN II/SCOTT HAR"	"FFU 9"
"ANT-MAN II/SCOTT HAR"	"FFUP 2"
"ANT-MAN II/SCOTT HAR"	"H2 262"
"ANT-MAN II/SCOTT HAR"	"H2 285"
"ANT-MAN II/SCOTT HAR"	"HFH 10"
"ANT-MAN II/SCOTT HAR"	"HFH 11"
"ANT-MAN II/SCOTT HAR"	"HFH 12"
"ANT-MAN II/SCOTT HAR"	"HFH 13"
"ANT-MAN II/SCOTT HAR"	"HFH 14"
"ANT-MAN II/SCOTT HAR"	"HFH 15"
"ANT-MAN II/SCOTT HAR"	"HFH 16"
"ANT-MAN II/SCOTT HAR"	"HFH 19"
"ANT-MAN II/SCOTT HAR"	"HFH 6"
"ANT-MAN II/SCOTT HAR"	"HFH 7"
"ANT-MAN II/SCOTT HAR"	"IM 125"
"ANT-MAN II/SCOTT HAR"	"IM 131"
"ANT-MAN II/SCOTT HAR"	"IM 132"
"ANT-MAN II/SCOTT HAR"	"IM 133"
"ANT-MAN II/SCOTT HAR"	"IM 137"
"ANT-MAN II/SCOTT HAR"	"IM 142"
"ANT-MAN II/SCOTT HAR"	"IM 145"
"ANT-MAN II/SCOTT HAR"	"IM 151"
"ANT-MAN II/SCOTT HAR"	"IM 156"
"ANT-MAN II/SCOTT HAR"	"IM 224"
"ANT-MAN II/SCOTT HAR"	"IM 225"
"ANT-MAN II/SCOTT HAR"	"IM 233"
"ANT-MAN II/SCOTT HAR"	"IM 243"
"ANT-MAN II/SCOTT HAR"	"IM@ 12/4"
"ANT-MAN II/SCOTT HAR"	"M/CP 11/3"
"ANT-MAN II/SCOTT HAR"	"M/CP 81/3"
"ANT-MAN II/SCOTT HAR"	"M/FAN 44"
"ANT-MAN II/SCOTT HAR"	"M/PRM 47"
"ANT-MAN II/SCOTT HAR"	"M/PRM 48"
"ANT-MAN II/SCOTT HAR"	"M/TIO 87"
"ANT-MAN II/SCOTT HAR"	"M/TIO 96"
"ANT-MAN II/SCOTT HAR"	"M/TU 103"
"ANT-MAN II/SCOTT HAR"	"MICRO 19"
"ANT-MAN II/SCOTT HAR"	"MICRO 20"
"ANT-MAN II/SCOTT HAR"	"NO2 11"
"ANT-MAN II/SCOTT HAR"	"QS 11"
"ANT-MAN II/SCOTT HAR"	"QS 12"
"ANT-MAN II/SCOTT HAR"	"ROM 58"
"ANT-MAN II/SCOTT HAR"	"ROM 59"
"ANT-MAN II/SCOTT HAR"	"SS3 93"
"ANT-MAN II/SCOTT HAR"	"SS3 94"
"ANT-MAN II/SCOTT HAR"	"SS3 95"
"ANT-MAN II/SCOTT HAR"	"SS3 96"
"ANT-MAN II/SCOTT HAR"	"SS3 97"
"ANT-MAN II/SCOTT HAR"	"TM/U 1"
"ANT-MAN II/SCOTT HAR"	"TS 21"
"ANT-MAN II/SCOTT HAR"	"UX 336"
"ANT-MAN II/SCOTT HAR"	"WM 1"
"ANT-MAN II/SCOTT HAR"	"X 55"
"ANT-MAN/DR. HENRY J."	"A '01"
"ANT-MAN/DR. HENRY J."	"A '98"
"ANT-MAN/DR. HENRY J."	"A 1"
"ANT-MAN/DR. HENRY J."	"A 1.5"
"ANT-MAN/DR. HENRY J."	"A 10"
"ANT-MAN/DR. HENRY J."	"A 100"
"ANT-MAN/DR. HENRY J."	"A 11"
"ANT-MAN/DR. HENRY J."	"A 12"
"ANT-MAN/DR. HENRY J."	"A 13"
"ANT-MAN/DR. HENRY J."	"A 135"
"ANT-MAN/DR. HENRY J."	"A 137"
"ANT-MAN/DR. HENRY J."	"A 138"
"ANT-MAN/DR. HENRY J."	"A 139"
"ANT-MAN/DR. HENRY J."	"A 14"
"ANT-MAN/DR. HENRY J."	"A 140"
"ANT-MAN/DR. HENRY J."	"A 141"
"ANT-MAN/DR. HENRY J."	"A 146"
"ANT-MAN/DR. HENRY J."	"A 148"
"ANT-MAN/DR. HENRY J."	"A 15"
"ANT-MAN/DR. HENRY J."	"A 150"
"ANT-MAN/DR. HENRY J."	"A 151"
"ANT-MAN/DR. HENRY J."	"A 152"
"ANT-MAN/DR. HENRY J."	"A 153"
"ANT-MAN/DR. HENRY J."	"A 154"
"ANT-MAN/DR. HENRY J."	"A 155"
"ANT-MAN/DR. HENRY J."	"A 156"
"ANT-MAN/DR. HENRY J."	"A 157"
"ANT-MAN/DR. HENRY J."	"A 158"
"ANT-MAN/DR. HENRY J."	"A 159"
"ANT-MAN/DR. HENRY J."	"A 16"
"ANT-MAN/DR. HENRY J."	"A 160"
"ANT-MAN/DR. HENRY J."	"A 161"
"ANT-MAN/DR. HENRY J."	"A 162"
"ANT-MAN/DR. HENRY J."	"A 164"
"ANT-MAN/DR. HENRY J."	"A 165"
"ANT-MAN/DR. HENRY J."	"A 166"
"ANT-MAN/DR. HENRY J."	"A 167"
"ANT-MAN/DR. HENRY J."	"A 168"
"ANT-MAN/DR. HENRY J."	"A 170"
"ANT-MAN/DR. HENRY J."	"A 171"
"ANT-MAN/DR. HENRY J."	"A 172"
"ANT-MAN/DR. HENRY J."	"A 173"
"ANT-MAN/DR. HENRY J."	"A 174"
"ANT-MAN/DR. HENRY J."	"A 175"
"ANT-MAN/DR. HENRY J."	"A 176"
"ANT-MAN/DR. HENRY J."	"A 177"
"ANT-MAN/DR. HENRY J."	"A 179"
"ANT-MAN/DR. HENRY J."	"A 180"
"ANT-MAN/DR. HENRY J."	"A 181"
"ANT-MAN/DR. HENRY J."	"A 182"
"ANT-MAN/DR. HENRY J."	"A 189"
"ANT-MAN/DR. HENRY J."	"A 192"
"ANT-MAN/DR. HENRY J."	"A 195"
"ANT-MAN/DR. HENRY J."	"A 196"
"ANT-MAN/DR. HENRY J."	"A 197"
"ANT-MAN/DR. HENRY J."	"A 198"
"ANT-MAN/DR. HENRY J."	"A 199"
"ANT-MAN/DR. HENRY J."	"A 2"
"ANT-MAN/DR. HENRY J."	"A 200"
"ANT-MAN/DR. HENRY J."	"A 201"
"ANT-MAN/DR. HENRY J."	"A 211"
"ANT-MAN/DR. HENRY J."	"A 212"
"ANT-MAN/DR. HENRY J."	"A 213"
"ANT-MAN/DR. HENRY J."	"A 214"
"ANT-MAN/DR. HENRY J."	"A 217"
"ANT-MAN/DR. HENRY J."	"A 222"
"ANT-MAN/DR. HENRY J."	"A 224"
"ANT-MAN/DR. HENRY J."	"A 227"
"ANT-MAN/DR. HENRY J."	"A 228"
"ANT-MAN/DR. HENRY J."	"A 229"
"ANT-MAN/DR. HENRY J."	"A 230"
"ANT-MAN/DR. HENRY J."	"A 240"
"ANT-MAN/DR. HENRY J."	"A 241"
"ANT-MAN/DR. HENRY J."	"A 242"
"ANT-MAN/DR. HENRY J."	"A 26"
"ANT-MAN/DR. HENRY J."	"A 267"
"ANT-MAN/DR. HENRY J."	"A 28"
"ANT-MAN/DR. HENRY J."	"A 280"
"ANT-MAN/DR. HENRY J."	"A 29"
"ANT-MAN/DR. HENRY J."	"A 292"
"ANT-MAN/DR. HENRY J."	"A 293"
"ANT-MAN/DR. HENRY J."	"A 3"
"ANT-MAN/DR. HENRY J."	"A 30"
"ANT-MAN/DR. HENRY J."	"A 302"
"ANT-MAN/DR. HENRY J."	"A 303"
"ANT-MAN/DR. HENRY J."	"A 305"
"ANT-MAN/DR. HENRY J."	"A 306"
"ANT-MAN/DR. HENRY J."	"A 308"
"ANT-MAN/DR. HENRY J."	"A 31"
"ANT-MAN/DR. HENRY J."	"A 312"
"ANT-MAN/DR. HENRY J."	"A 313"
"ANT-MAN/DR. HENRY J."	"A 314"
"ANT-MAN/DR. HENRY J."	"A 32"
"ANT-MAN/DR. HENRY J."	"A 329"
"ANT-MAN/DR. HENRY J."	"A 33"
"ANT-MAN/DR. HENRY J."	"A 332"
"ANT-MAN/DR. HENRY J."	"A 335"
"ANT-MAN/DR. HENRY J."	"A 336"
"ANT-MAN/DR. HENRY J."	"A 337"
"ANT-MAN/DR. HENRY J."	"A 338"
"ANT-MAN/DR. HENRY J."	"A 34"
"ANT-MAN/DR. HENRY J."	"A 345"
"ANT-MAN/DR. HENRY J."	"A 35"
"ANT-MAN/DR. HENRY J."	"A 36"
"ANT-MAN/DR. HENRY J."	"A 37"
"ANT-MAN/DR. HENRY J."	"A 374"
"ANT-MAN/DR. HENRY J."	"A 375"
"ANT-MAN/DR. HENRY J."	"A 375/2"
"ANT-MAN/DR. HENRY J."	"A 378"
"ANT-MAN/DR. HENRY J."	"A 379/2"
"ANT-MAN/DR. HENRY J."	"A 38"
"ANT-MAN/DR. HENRY J."	"A 380/2"
"ANT-MAN/DR. HENRY J."	"A 381/2"
"ANT-MAN/DR. HENRY J."	"A 382/3"
"ANT-MAN/DR. HENRY J."	"A 383"
"ANT-MAN/DR. HENRY J."	"A 384"
"ANT-MAN/DR. HENRY J."	"A 387"
"ANT-MAN/DR. HENRY J."	"A 388"
"ANT-MAN/DR. HENRY J."	"A 39"
"ANT-MAN/DR. HENRY J."	"A 390"
"ANT-MAN/DR. HENRY J."	"A 391"
"ANT-MAN/DR. HENRY J."	"A 392"
"ANT-MAN/DR. HENRY J."	"A 393"
"ANT-MAN/DR. HENRY J."	"A 394"
"ANT-MAN/DR. HENRY J."	"A 395"
"ANT-MAN/DR. HENRY J."	"A 396"
"ANT-MAN/DR. HENRY J."	"A 397"
"ANT-MAN/DR. HENRY J."	"A 399"
"ANT-MAN/DR. HENRY J."	"A 4"
"ANT-MAN/DR. HENRY J."	"A 40"
"ANT-MAN/DR. HENRY J."	"A 400"
"ANT-MAN/DR. HENRY J."	"A 401"
"ANT-MAN/DR. HENRY J."	"A 402"
"ANT-MAN/DR. HENRY J."	"A 41"
"ANT-MAN/DR. HENRY J."	"A 42"
"ANT-MAN/DR. HENRY J."	"A 43"
"ANT-MAN/DR. HENRY J."	"A 44"
"ANT-MAN/DR. HENRY J."	"A 45"
"ANT-MAN/DR. HENRY J."	"A 46"
"ANT-MAN/DR. HENRY J."	"A 47"
"ANT-MAN/DR. HENRY J."	"A 48"
"ANT-MAN/DR. HENRY J."	"A 49"
"ANT-MAN/DR. HENRY J."	"A 5"
"ANT-MAN/DR. HENRY J."	"A 50"
"ANT-MAN/DR. HENRY J."	"A 51"
